id,name,synonyms,category,kcal,fat,protein
1562,Sandwich (Ruchbrot) mit Mozzarella,,Gerichte/Sandwiches,155,6.3,6
1550,Sandwich (Ruchbrot) mit Rohschinken,,Gerichte/Sandwiches,157,5.8,9
1556,Sandwich (Ruchbrot) mit Salami,,Gerichte/Sandwiches,151,6.5,5.9
1558,Sandwich (Ruchbrot) mit Schinken,,Gerichte/Sandwiches,125,3.8,6.4
1554,Sandwich (Ruchbrot) mit Trockenfleisch,,Gerichte/Sandwiches,135,4,7.4
1520,Sandwich (Ruchbrot) mit Weichkäse,,Gerichte/Sandwiches,174,7.7,6.5
414,"Sardelle im Öl, abgetropft",,Fisch/Meeresfische,182,8.4,26.4
10532,Sardellenpaste,,Verschiedenes/Aufstriche,272,21.3,19.8
413,"Sardine im Öl, abgetropft",,Fisch/Meeresfische,215,13.7,23
757,"Sardine, roh",,Fisch/Meeresfische,163,9,20.4
781,Saucisse aux choux,,Fleisch- und Wurstwaren/Rohwurstware,362,32.3,15.9
780,Saucisson,,Fleisch- und Wurstwaren/Rohwurstware,467,44.2,16.7
1088,Saucisson vaudois,,Fleisch- und Wurstwaren/Rohwurstware,358,32.3,16.5
13341,"Saucisson, gekocht (ohne Zusatz von Fett und Salz)",,Fleisch- und Wurstwaren/Rohwurstware,550,51.5,20.9
647,"Sauerkraut, in Essig eingelegt",Sauerkohl,Gemüse/Gemüse gekocht (inkl. Konserven),19,0.3,1.3
574,Sauerrahm,Crème fraîche,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,335,35,2.3
575,Saurer Halbrahm,,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,174,16.6,3
552,Sbrinz,,Milch und Milchprodukte/Hartkäse,417,33.2,28.6
767,"Scampi (Kaisergranat), roh",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",93,1.3,19.6
13384,"Schafmilch, roh",,Milch und Milchprodukte/Milch,105,7.1,5.6
551,Schaumwein,Sekt;Prosecco;Champagner,Alkoholhaltige Getränke/Wein,70,0,0.2
563,"Schmelzkäse, Scheibe, Rahm",,Milch und Milchprodukte/Käseerzeugnisse,324,30,13.4
558,"Schmelzkäse, Scheibe, viertelfett",,Milch und Milchprodukte/Käseerzeugnisse,158,8.6,20.1
559,"Schmelzkäse, Scheibe, vollfett",,Milch und Milchprodukte/Käseerzeugnisse,305,25,20
565,"Schmelzkäse, streichfähig, Rahm",,Milch und Milchprodukte/Käseerzeugnisse,309,29.4,11.2
560,"Schmelzkäse, streichfähig, viertelfett",,Milch und Milchprodukte/Käseerzeugnisse,161,9.3,19.4
561,"Schmelzkäse, streichfähig, vollfett",,Milch und Milchprodukte/Käseerzeugnisse,255,21.2,16
374,"Schnittlauch, roh",,Gemüse/Kräuter,30,0.6,3
1685,Schnitzelbrot mit Cocktailsauce,Plätzlibrot,Gerichte/Sandwiches,266,11.4,15.1
1686,Schnitzelbrot mit Tartarsauce,Plätzlibrot,Gerichte/Sandwiches,246,10.3,14.4
196,"Schokolade, dunkel (bitter)",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,535,31.8,5.2
197,"Schokolade, weiss",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,568,35.2,6.8
807,Schokoladencrème,,Süssigkeiten/Cremen und Pudding,122,3,3.6
889,Schokoladengugelhopf,,"Süssigkeiten/Kuchen, Torten und Cake",379,18.4,6.2
960,Schokoladenpulver,,Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke,402,7.8,6.3
415,"Scholle, roh",Goldbutt,Fisch/Meeresfische,86,1.9,17.1
791,Schützenwurst,,Fleisch- und Wurstwaren/Brühwurstware,306,29.5,9.9
883,Schwarzwälder Kirschtorte,,"Süssigkeiten/Kuchen, Torten und Cake",248,16.1,3.9
1023,"Schwarzwurzel, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),60,0.4,1.6
452,"Schwarzwurzel, roh",,Gemüse/Gemüse frisch,54,0.4,1.4
39,"Schwein, Brustspitz, roh",,Fleisch und Innereien/Schwein,239,18.6,17.9
13270,"Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,177,4.2,34.8
679,"Schwein, Eckstück, roh",Plätzli,Fleisch und Innereien/Schwein,115,2.7,22.6
13269,"Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,168,5,30.8
677,"Schwein, Filet, roh",,Fleisch und Innereien/Schwein,121,3.6,22.2
7,"Schwein, Gehacktes, roh",Hackfleisch,Fleisch und Innereien/Schwein,158,8.5,20.5
13285,"Schwein, Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,196,7.9,31.3
40,"Schwein, Geschnetzeltes, roh",,Fleisch und Innereien/Schwein,134,5.4,21.3
13284,"Schwein, Hals, Steak, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,298,20.7,27.8
41,"Schwein, Hals, Steak, roh",,Fleisch und Innereien/Schwein,202,14.1,18.9
13289,"Schwein, Haxe, geschmort (ohne zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,267,11.7,39.4
678,"Schwein, Haxe, roh",,Fleisch und Innereien/Schwein,174,7.6,25.6
13283,"Schwein, Kotelett, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Schwein,276,16,32.9
8,"Schwein, Kotelett, roh",,Fleisch und Innereien/Schwein,179,10.4,21.4
689,"Schwein, Leber, roh",,Fleisch und Innereien/Schwein,130,4.9,20.7
42,"Schwein, Nierstück, roh",,Fleisch und Innereien/Schwein,138,5.1,22.9
43,"Schwein, Runder Mocken, roh",Plätzli,Fleisch und Innereien/Schwein,126,4.9,20.6
1077,"Schwein, Schulter, Braten medium"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",,Fleisch und Innereien/Schwein,229,11.6,31.1
1079,"Schwein, Schulter, Braten well done"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",,Fleisch und Innereien/Schwein,292,14.8,39.7
676,"Schwein, Schulter, Braten, roh",,Fleisch und Innereien/Schwein,181,9.2,24.6
9,"Schwein, Voressen, roh",Ragout,Fleisch und Innereien/Schwein,135,5.7,20.9
1102,"Schweinefleisch (Durchschnitt exkl. Innereien, Kotelett, Haxe), roh",,Fleisch und Innereien/Schwein,160,8.3,21.4
594,Schweineschmalz,,Fette und Öle/Fette,891,99,0
1085,Schweinsbratwurst,,Fleisch- und Wurstwaren/Brühwurstware,236,18.8,16.2
1668,"Schweinspiccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,233,12.8,23.7
1671,"Schweinsragout mit Sauce, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,113,5.5,12.4
1086,Schweinswurst,,Fleisch- und Wurstwaren/Brühwurstware,268,22.4,16.2
782,"Schweizer Salami, Schweine- und Rindfleisch",,Fleisch- und Wurstwaren/Rohwurstware,487,43.7,22
760,"Seehecht, roh",,Fisch/Meeresfische,71,0.3,17
754,"Seelachs, roh",Kohlfisch;Köhler;Pollack,Fisch/Meeresfische,80,0.3,19.3
755,"Seezunge, roh",,Fisch/Meeresfische,85,1.1,18.7
1660,"Sellerie-Piccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,162,11.6,5.3
1655,"Selleriescheiben, paniert, zubereitet",,Gemüse/Gemüse gekocht (inkl. Konserven),138,5.7,5
1463,Semmeli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",262,0.8,8.9
280,Sesamsamen ungeschält,,"Nüsse, Samen und Ölfrüchte",589,49.8,17.7
515,"Sherry, 18.5 vol%",Jerez,Alkoholhaltige Getränke/Wein,118,0,0.1
1697,"Siedfleischsalat, zubereitet",,Gerichte/Salate,227,17,16.5
494,"Silberzwiebel, in Essig eingelegt",,Gemüse/Gemüse gekocht (inkl. Konserven),28,0.2,0.9
569,Sirup unverdünnt,,Alkoholfreie Getränke/Sirup,371,0.2,0.1
1132,Sirup zubereitet (verdünnt im Verhältnis 1:5.5),,Alkoholfreie Getränke/Sirup;Alkoholfreie Getränke/Süssgetränke,54,0,0
72,"Soja Drink, nature",Sojamilch,Milch und Milchprodukte/Milchersatzprodukte,40,2.2,3.9
1061,"Sojabohne, gekocht (ohne Zugabe von Fett und Salz)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",173,7,14
442,"Sojabohne, getrocknet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",387,18.3,38.2
996,"Sojamehl, entfettet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",249,1.2,45.2
995,"Sojamehl, vollfett",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",398,20.6,40.8
603,Sojaöl,,Fette und Öle/Öle,809,89.9,0
466,"Sojasprossen, roh",Sojakeime,Gemüse/Sprossen und Keimlinge,55,1,5.5
281,Sonnenblumenkerne,,"Nüsse, Samen und Ölfrüchte",626,53,21.3
598,Sonnenblumenöl,,Fette und Öle/Öle,809,89.9,0
1068,"Sonnenblumenöl HO (high oleic), raffiniert",,Fette und Öle/Öle,810,90,0
892,"Sorbet, Frucht",,Süssigkeiten/Glacen auf Wasserbasis,136,0,0.2
1024,"Spargel, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),27,0.2,2.2
443,"Spargel, roh",,Gemüse/Gemüse frisch,27,0.2,2.2
1025,"Spinat, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),30,0.5,3.6
365,"Spinat, roh",,Gemüse/Gemüse frisch,23,0.4,2.7
1567,"Spinatkuchen, gebacken (mit Blätterteig)",Spinatwähe,Gerichte/Kuchen und Gratins,178,12.2,5.8
1566,"Spinatkuchen, gebacken (mit Kuchenteig)",Spinatwähe,Gerichte/Kuchen und Gratins,169,10.1,6.1
646,"Spirituosen 40 vol% (z.B. Brandy, Gin)",,Alkoholhaltige Getränke/Spirituosen,221,0,0
917,Spitzbube (Mürbeteiggebäck mit Konfitüre),,Süssigkeiten/Sonstige süsse Backwaren,499,25.6,5.8
843,St. Galler Bürli (halbweiss),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",231,1,9.1
792,St. Galler Schüblig,,Fleisch- und Wurstwaren/Brühwurstware,292,26.3,13.6
570,St. Paulin,,Milch und Milchprodukte/Hartkäse,279,23,18
400,"Stachelbeere, roh",,Früchte/Früchte frisch,34,0.1,0.6
1026,"Stangensellerie, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),16,0.1,1
366,"Stangensellerie, roh",,Gemüse/Gemüse frisch,14,0.1,0.9
1040,"Steinpilz, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Pilze,39,0.5,4.4
455,"Steinpilz, roh",,Gemüse/Pilze,32,0.4,3.6
770,Surimi,,Fisch/Fischerzeugnisse,81,0.7,12.6
1609,"Taboulé, zubereitet (mit Bulgur)",,Gerichte/Salate,114,5.5,2.4
1610,"Taboulé, zubereitet (mit Couscous)",,Gerichte/Salate,134,6.1,3
1684,"Tartarsauce, selbst zubereitet mit Rapsöl-Mayonnaise",,Verschiedenes/Saucen,383,40,3.6
803,"Tee, ungezuckert",,Alkoholfreie Getränke/Tee,0,0,0
1062,"Teigwaren mit Ei, gekocht im Salzwasser (unjodiert)",Eierteigwaren,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",137,1,5
799,"Teigwaren mit Ei, trocken",Eierteigwaren,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",365,2.8,13.3
1063,"Teigwaren ohne Ei, gekocht im Salzwasser (unjodiert)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",165,0.6,5.8
800,"Teigwaren ohne Ei, trocken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",353,1.2,12.5
1064,"Teigwaren ohne Ei, Vollkorn, gekocht im Salzwasser (unjodiert)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",159,1.2,6.2
801,"Teigwaren ohne Ei, Vollkorn, trocken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren",342,2.5,13.4
1611,"Teigwarenauflauf mit Schinken, zubereitet",,Gerichte/Kuchen und Gratins,167,7,10.4
1598,Teigwarensalat mit französischer Sauce,,Gerichte/Salate,131,5.8,5.5
1597,Teigwarensalat mit italienischer Sauce,,Gerichte/Salate,133,6.1,5.4
59,"Teilentrahmte Milch, pasteurisiert",,Milch und Milchprodukte/Milch,57,2.8,3.2
61,"Teilentrahmte Milch, UHT",,Milch und Milchprodukte/Milch,57,2.8,3.4
828,Tessinerbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",323,5.2,10.3
495,Tête de Moine,,Milch und Milchprodukte/Hartkäse,419,35.5,24.7
418,"Thon im Öl, abgetropft",,Fisch/Meeresfische,186,8.4,27.6
417,"Thon im Wasser, abgetropft",,Fisch/Meeresfische,117,1.6,25.6
1613,Thonsalat an Essig-Öl-Sauce (aus Thon im Wasser),,Gerichte/Salate,110,4.8,9
756,"Thunfisch, roh",,Fisch/Meeresfische,149,6.2,23.4
460,"Thymian, roh",,Gemüse/Kräuter,52,1.2,1.5
556,"Tilsiter, pasteurisiert, vollfett",,Milch und Milchprodukte/Hartkäse,353,28,24.6
557,"Tilsiter, Rohmilch, vollfett",,Milch und Milchprodukte/Hartkäse,378,30.2,26.1
887,Tirolercake,,"Süssigkeiten/Kuchen, Torten und Cake",411,23.2,8.1
827,Toastbrot mit Butter,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",316,10.4,8.9
826,Toastbrot mit Pflanzenölen,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",332,12.2,8.9
490,Tofu,,Fleischersatzprodukte,81,4.8,8.1
1027,"Tomate, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),28,0.4,1
637,"Tomate, geschält (Konserve)",Pelati,Gemüse/Gemüse gekocht (inkl. Konserven),19,0.2,0.9
348,"Tomate, roh",,Gemüse/Gemüse frisch,21,0.3,0.8
1617,"Tomatenkuchen, gebacken (mit Blätterteig)",Tomatenwähe,Gerichte/Kuchen und Gratins,156,11.1,3.5
1618,"Tomatenkuchen, gebacken (mit Kuchenteig)",Tomatenwähe,Gerichte/Kuchen und Gratins,146,8.8,3.9
636,Tomatenpüree,Tomatenmark,Gemüse/Gemüse gekocht (inkl. Konserven),77,0.2,4.5
564,Tomatensaft,,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;Gemüse/Gemüsesäfte,15,0,0.8
667,Tomatensauce,,Verschiedenes/Saucen,69,2.1,1.8
670,Tomatensuppe,,Gerichte/Eintöpfe und Suppen,42,1.1,1
615,Tomme,,Milch und Milchprodukte/Weichkäse,286,22.5,20.7
478,"Traube, roh",Weintraube,Früchte/Früchte frisch,69,0.3,0.7
592,Traubenkernöl,,Fette und Öle/Öle,809,89.9,0
573,Traubensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,62,0.1,0.2
768,Traubenzucker,Glukose;Dextrose,Süssigkeiten/Zucker und Süssstoffe,399,0,0
47,Trinkwasser (Mittelwert Schweiz),,Alkoholfreie Getränke/Trinkwasser,0,0,0
709,Trockenfleisch,Hobelfleisch;Bündnerfleisch,Fleisch- und Wurstwaren/Rohwurstware,190,3.5,39.3
13275,"Truthahn, Brust, Schnitzel oder Geschnetzeltes, grebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,146,1.8,32.4
713,"Truthahn, Brust, Schnitzel oder Geschnetzeltes, roh",,Fleisch und Innereien/Geflügel,108,1.3,24
534,Vacherin Mont d'Or,,Milch und Milchprodukte/Weichkäse,280,23.2,17.6
922,"Vanillecrème, gekocht",,Süssigkeiten/Cremen und Pudding,140,3.6,3.2
1202,Vinaigrette (mit Rapsöl),,Fette und Öle/Salatsaucen,259,25.2,4.4
1680,Vitello tonnato mit Garnitur,,Fleisch und Innereien/Kalb,179,11,19.2
1679,Vitello tonnato ohne Garnitur,,Fleisch und Innereien/Kalb,208,12.6,23.2
802,Vollkornreiswaffel,,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",392,2.8,8.2
62,"Vollmilch, pasteurisiert",,Milch und Milchprodukte/Milch,68,4,3.3
63,"Vollmilch, UHT",,Milch und Milchprodukte/Milch,68,4.1,3.3
585,Vollmilchpulver,,Milch und Milchprodukte/Milch,480,26.2,24.7
65,"Vollrahm, pasteurisiert",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,334,34.8,2
66,"Vollrahm, UHT",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,334,34.9,2
692,Vorderschinken,,Fleisch- und Wurstwaren/Kochwurstware,106,3.3,18.6
49,Vorzugsbutter,,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,746,82.3,0.7
824,Walliser Roggenbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",220,1.1,6.3
10542,Wasabi Paste,,Verschiedenes/Saucen,308,10.6,2.9
893,Wassereis,Wasserglacé,Süssigkeiten/Glacen auf Wasserbasis,88,0,0
402,"Wassermelone, roh",,Früchte/Früchte frisch,30,0.3,0.5
954,"Weichkaramellen, Bonbons",,"Süssigkeiten/Bonbons, Frucht- und Kaugummi",448,17.2,2.1
1197,Weichkäse (Durchschnitt ohne fettreduzierte Varianten),,Milch und Milchprodukte/Weichkäse,324,27.4,19.3
631,"Weichkäse, Doppelrahm",,Milch und Milchprodukte/Weichkäse,363,35,12
509,"Wein rot, 12 vol%",Rotwein,Alkoholhaltige Getränke/Wein,69,0,0.2
10477,"Wein rot, 13.5 vol%",Rotwein,Alkoholhaltige Getränke/Wein,76,0,0
508,"Wein rot, 9 vol%",Rotwein,Alkoholhaltige Getränke/Wein,54,0,0.2
510,"Wein weiss, 11 vol%",Weisswein,Alkoholhaltige Getränke/Wein,70,0,0.1
511,"Wein weiss, 12.5 vol%",Weisswein,Alkoholhaltige Getränke/Wein,71,0,0.2
10478,"Wein weiss, gespritzt, sauer",,Alkoholhaltige Getränke/Wein,35,0,0.1
10479,"Wein weiss, gespritzt, süss",,Alkoholhaltige Getränke/Wein,55,0,0.1
823,Weissbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",242,0.8,8.5
1028,"Weisskohl, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),30,0.2,1.4
1029,"Weisskohl, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),32,0.2,1.5
453,"Weisskohl, roh",,Gemüse/Gemüse frisch,30,0.2,1.4
1273,Weisswurst,,Fleisch- und Wurstwaren/Brühwurstware,202,17.7,9.8
734,"Weizen (Weichweizen), ganzes Korn",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",325,1.8,10.9
939,"Weizenflocken, Vollkorn",,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",329,2,11.7
430,Weizenkeime,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime;Speziallebensmittel/Supplemente",355,10,25
593,Weizenkeimöl,,Fette und Öle/Öle,809,89.9,0
431,Weizenkleie,Speisekleie,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",262,4.6,14.9
204,"Weizenmehl (Backmehl), Typ 550",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",344,1.3,12
207,"Weizenmehl, halbweiss, Typ 720",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",340,1.5,13
203,"Weizenmehl, Ruch, Typ 1100",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",339,1.7,13.5
206,"Weizenmehl, Vollkorn, Typ 1700",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",338,2,13.5
205,"Weizenmehl, weiss, Typ 400",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",346,1.1,11.5
1588,"Weizenotto, gekocht",,Gerichte/Sonstige salzige/rezente Gerichte,171,3,5.1
897,Weizenstärke,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel",348,0.1,0.4
821,Weizenvollkornbrot,Grahambrot,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",213,1.3,8.6
514,"Wermut, 15 vol%",Wermutwein;Wermuth;Vermouth,Alkoholhaltige Getränke/Wein,139,0,0.1
1082,Wienerli,,Fleisch- und Wurstwaren/Brühwurstware,242,20.4,13.9
1589,"Wienerli, gekocht",,Fleisch- und Wurstwaren/Brühwurstware,235,19.8,13.5
13281,"Wildfleisch (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Wild,158,4.7,28.9
1125,"Wildfleisch (Durchschnitt), roh",,Fleisch und Innereien/Wild,115,3.4,21.1
796,Wildfleischterrine,,Fleisch und Innereien/Wild,286,23,17.3
489,"Wildschwein (Durchschnitt), roh",,Fleisch und Innereien/Wild,109,3.4,19.5
1030,"Wirz, gedämpft (ohne Zugabe von Salz)",Wirsingkohl,Gemüse/Gemüse gekocht (inkl. Konserven),31,0.3,2.8
454,"Wirz, roh",Wirsingkohl,Gemüse/Gemüse frisch,31,0.3,2.8
1569,"Wurst-Käse-Salat, zubereitet",,Gerichte/Salate,264,22.6,13.9
1568,"Wurstsalat, zubereitet",,Gerichte/Salate,226,21,7.1
1162,"Wurzel- und Knollengemüse (Durchschnitt), gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),40,0.3,1.1
1163,"Wurzel- und Knollengemüse (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),35,0.3,1
1161,"Wurzel- und Knollengemüse (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),38,0.3,1
1267,"Wurzel- und Knollengemüse (Durchschnitt), roh",,Gemüse/Gemüse frisch,36,0.3,1
759,Zampone,Gefüllter Schweinsfuss,Fleisch und Innereien/Schwein,361,31.6,19.1
687,"Ziege (Durchschnitt), roh",,Fleisch und Innereien/Sonstige Tierarten,149,7.9,19.5
528,Ziegenmilch,,Milch und Milchprodukte/Milch,57,3.2,2.8
506,Ziger weiss,,Milch und Milchprodukte/Frischkäse und Quark,123,7.2,11.1
876,Zimtstern,,Süssigkeiten/Guetzli,481,24.9,11.9
398,"Zitrone, roh",,Früchte/Früchte frisch,22,0.4,0.8
605,Zitronensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,30,0.3,0.4
1126,"Zitrusfrüchte (Durchschnitt), roh",,Früchte/Früchte frisch,41,0.2,0.8
1661,"Zucchetti-Piccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,151,11.3,5.4
1031,"Zucchetti, gedünstet (ohne Zugabe von Fett und Salz)",Zucchini,Gemüse/Gemüse gekocht (inkl. Konserven),25,0.3,2.4
367,"Zucchetti, roh",Zucchini,Gemüse/Gemüse frisch,19,0.2,1.8
1657,"Zucchettischeiben, paniert, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,128,5.6,5.2
471,"Zucker, braun",,Süssigkeiten/Zucker und Süssstoffe,390,0,0
470,"Zucker, weiss",Kristallzucker;Saccharose,Süssigkeiten/Zucker und Süssstoffe,400,0,0
465,"Zuckerhutsalat, roh",,Gemüse/Gemüse frisch,16,0.2,1.2
632,Zuckermais (Konserve),,Gemüse/Gemüse gekocht (inkl. Konserven),100,1.2,3
1033,"Zuckermais (Konserve), aufgewärmt (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),107,1.3,3.2
882,Zuger Kirschtorte,,"Süssigkeiten/Kuchen, Torten und Cake",335,18.7,4.8
10378,"Zunge (Durchschnitt aus Kalb und Rind), roh",,Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind,188,12.3,16.6
1056,"Zwetschge, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),53,0.1,0.7
479,"Zwetschge, roh",,Früchte/Früchte frisch,43,0.1,0.6
1529,"Zwetschgenkuchen, gebacken (mit Blätterteig)",Zwetschgenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",133,6.8,2.5
1531,"Zwetschgenkuchen, gebacken (mit Kuchenteig)",Zwetschgenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",125,4.7,2.9
930,Zwieback,,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",428,9.5,14.7
929,"Zwieback, Vollkorn",,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",412,9,17.7
1035,"Zwiebel, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),46,0.2,1.6
1036,"Zwiebel, geröstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),92,0.5,3.1
368,"Zwiebel, roh",,Gemüse/Gemüse frisch,39,0.2,1.3
1615,"Zwiebelkuchen, gebacken (mit Blätterteig)",Zwiebelwähe,Gerichte/Kuchen und Gratins,178,11.5,4.6
1616,"Zwiebelkuchen, gebacken (mit Kuchenteig)",Zwiebelwähe,Gerichte/Kuchen und Gratins,171,9.6,5
